Domain,Volume ID in Gutenberg,Volume ID in HathiTrust,Pubdate in HathiTrust,Volume Title in HathiTrust,Volume Title in Gutenberg,Author
Fiction,15,dul1.ark+=13960=t3kw6ns1s,1851,"Moby-Dick, or, the Whale / by Herman Melville.","Moby-Dick; or, The Whale","Melville, Herman"
Fiction,27,coo.31924014152700,1894,Far from the madding crowd. By Thomas Hardy.,Far from the Madding Crowd,"Hardy, Thomas"
Fiction,60,nyp.33433075744890,1905,The Scarlet Pimpernel / by Baroness Orczy.,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness"
Fiction,62,hvd.32044004480208,1917,"A princess of Mars, by Edgar Rice Burroughs ... illustrated by Frank E. Schoonover.",A Princess of Mars,"Burroughs, Edgar Rice"
Fiction,64,osu.32435018600130,1918,The gods of Mars / by Edgar Rice Burroughs ; frontispiece by Frank E. Schoonover.,The Gods of Mars,"Burroughs, Edgar Rice"
Fiction,72,osu.32435018376988,1920,"Thuvia, maid of Mars / by Edgar Rice Burroughs ... ; illustrated by J. Allen St. John.","Thuvia, Maid of Mars","Burroughs, Edgar Rice"
Fiction,73,osu.32435017850652,1895,"The red badge of courage; an episode of the American civil war, by Stephen Crane.",The Red Badge of Courage: An Episode of the American Civil War,"Crane, Stephen"
Fiction,76,coo1.ark+=13960=t5m90sk5d,1884,Adventures of Huckleberry Finn : (Tom Sawyer's comrade) / by Mark Twain ; with one hundred and seventy-four illustrations.,Adventures of Huckleberry Finn,"Twain, Mark"
Fiction,78,osu.32435018294363,1914,Tarzan of the apes / Edgar Rice Burroughs.,Tarzan of the Apes,"Burroughs, Edgar Rice"
Fiction,82,hvd.32044097059752,1892,"Ivanhoe; a romance, by Sir Walter Scott, bart.",Ivanhoe: A Romance,"Scott, Walter"
Fiction,84,mdp.39076005079566,1910,"Frankenstein, or, The modern Prometheus / by Mrs. Shelley.","Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft"
Fiction,86,coo.31924092732654,1889,A Connecticut Yankee in King Arthur's court / by Mark Twain.,A Connecticut Yankee in King Arthur's Court,"Twain, Mark"
Fiction,91,hvd.hwjs9e,1894,"Tom Sawyer abroad, by Huck Finn [pseud.] Ed. by Mark Twain [pseud.] with illustrations by Dan Beard.",Tom Sawyer Abroad,"Twain, Mark"
Fiction,94,uc2.ark+=13960=t2c82566x,1912,Alexander's bridge / by Willa Sibert Cather,Alexander's Bridge,"Cather, Willa"
Fiction,95,nyp.33433112048859,1894,The prisoner of Zenda : being the history of three months in the life of an English gentleman / by Anthony Hope.,The Prisoner of Zenda,"Hope, Anthony"
Fiction,103,hvd.hn5bf5,1876,Around the world in eighty days. Tr. by Geo. M. Towle.,Around the World in Eighty Days,"Verne, Jules"
Fiction,105,uc1.c006245800,1903,Persuasion.,Persuasion,"Austen, Jane"
Fiction,119,nyp.33433074812821,1880,"A tramp abroad; illustrated by W. Fr. Brown, True Williams, B. Day and other artists - with also three or four pictures made by the author of this book, without outside help; in all 328 illus. By Mark Twain (Samuel L. Clemens.)",A Tramp Abroad,"Twain, Mark"
Fiction,121,uc2.ark+=13960=t5q81gp9x,1903,Northanger abbey / by Jane Austen.,Northanger Abbey,"Austen, Jane"
Fiction,126,mdp.39015079184472,1913,The poison belt : being an account of another amazing adventure of Professor Challenger / by Sir Arthur Conan Doyle.,The Poison Belt,"Doyle, Arthur Conan"
Fiction,133,umn.31951002118336b,1900,"The damnation of Theron Ware; or, Illumination.",The Damnation of Theron Ware,"Frederic, Harold"
Fiction,135,hvd.hn31ai,1863,"Les misérables : a novel. / By Victor Hugo. ; translated from the original French, by Chas. E. Wilbour. : complete in one volume.",Les Misérables,"Hugo, Victor"
Fiction,139,coo.31924051019580,1912,The lost world / by Sir Arthur Conan Doyle.,The Lost World,"Doyle, Arthur Conan"
Fiction,140,mdp.39015026866577,1920,"The jungle,",The Jungle,"Sinclair, Upton"
Fiction,141,dul1.ark+=13960=t4th9rm8z,1816,"Mansfield Park : a novel : in three volumes / by the author of ""Pride and prejudice.""",Mansfield Park,"Austen, Jane"
Fiction,142,uc1.b4719573,1906,"The $30,000 bequest, and other stories, by Mark Twain (Samuel L. Clemens)","The $30,000 Bequest, and Other Stories","Twain, Mark"
Fiction,144,umn.31951002045498p,1920,The voyage out / by Virginia Woolf.,The Voyage Out,"Woolf, Virginia"
Fiction,145,hvd.hn61ky,1876,Middlemarch: a study of provincial life.,Middlemarch,"Eliot, George"
Fiction,155,inu.30000007708815,1868,The moonstone. A novel. By Wilkie Collins ...,The Moonstone,"Collins, Wilkie"
Fiction,158,dul1.ark+=13960=t8x93fx03,1816,"Emma : a novel : in three volumes / by the author of ""Pride and prejudice"", &c. &c.",Emma,"Austen, Jane"
Fiction,161,dul1.ark+=13960=t3hx2kk8v,1811,Sense and sensibility: a novel. By a lady.,Sense and Sensibility,"Austen, Jane"
Fiction,164,umn.31951002069125w,1905,Twenty thousand leagues under the sea.,Twenty Thousand Leagues under the Sea,"Verne, Jules"
Fiction,165,msu.31293103308577,1903,"McTeague; a story of San Francisco, by Frank Norris ...",McTeague: A Story of San Francisco,"Norris, Frank"
Fiction,170,uiuo.ark+=13960=t20c5nj8x,1879,"The haunted hotel : a mystery of modern Venice, to which is added My lady's money / by Wilkie Collins ; with six illustrations by Arthur Hopkins.",The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie"
Fiction,171,dul1.ark+=13960=t2m628g7q,1802,Charlotte Temple : a tale of truth / by Mrs. Rowson ; two volumes in one.,Charlotte Temple,"Rowson, Mrs."
Fiction,172,mdp.39015086837690,1919,The haunted bookshop / by Christopher Morley.,The Haunted Bookshop,"Morley, Christopher"
Fiction,173,nyp.33433115575411,1920,The insidious Dr. Fu-Manchu : being a somewhat detailed account of the amazing adventures of Nayland Smith in his trailing of the sinister Chinaman / by Sax Rohmer.,The Insidious Dr. Fu Manchu,"Rohmer, Sax"
Fiction,174,coo.31924014157121,1908,The picture of Dorian Gray.,The Picture of Dorian Gray,"Wilde, Oscar"
Fiction,175,hvd.32044023818248,1911,The phantom of the opera / by Gaston Leroux ; illustrated by André Castaigne and with scenes from the Universal Production starring Lon Chaney.,The Phantom of the Opera,"Leroux, Gaston"
Fiction,176,coo1.ark+=13960=t6h13mc1f,1917,Roderick Hudson.,Roderick Hudson,"James, Henry"
Fiction,177,hvd.32044010388106,1907,The American.,The American,"James, Henry"
Fiction,178,uiug.30112005622532,1880,"Confidence, by Henry James, Jr.",Confidence,"James, Henry"
Fiction,179,uc2.ark+=13960=t84j0c38h,1879,"The Europeans; a sketch. By Henry James, jr.",The Europeans,"James, Henry"
Fiction,203,aeu.ark+=13960=t2b868v5d,1852,"Uncle Tom's cabin, or, Life among the lowly by Harriet Beecher Stowe.",Uncle Tom's Cabin,"Stowe, Harriet Beecher"
Fiction,215,ucw.ark+=13960=t8w95jg0z,1915,"The call of the wild, by Jack London. Illustrated by Philip R. Goodwin and Charles Livingston Bull. Decorated by Chas. Edw. Hooper.",The Call of the Wild,"London, Jack"
Fiction,217,coo1.ark+=13960=t0qr5ck3d,1913,Sons and lovers / D. H. Lawrence.,Sons and Lovers,"Lawrence, D. H. (David Herbert)"
Fiction,222,msu.31293016390936,1919,The moon and sixpence.,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)"
Fiction,224,mdp.39015091122658,1895,A pair of blue eyes. A novel [by] Thomas Hardy. With an etching by H. Macbeth-Raeburn and a map of Wessex.,A Pair of Blue Eyes,"Hardy, Thomas"
Fiction,233,uiug.30112002547278,1917,"Sister Carrie, a novel, by Theodore Dreiser.",Sister Carrie: A Novel,"Dreiser, Theodore"
Fiction,234,chi.15509412,1900,"Child Christopher and Goldilind the Fair, by William Morris.",Child Christopher and Goldilind the Fair,"Morris, William"
Fiction,244,mdp.39015083421969,1901,A study in scarlet / by A. Conan Doyle ; with a note on Sherlock Holmes by Dr. Joseph Bell ; illustrated by George Hutchinson.,A Study in Scarlet,"Doyle, Arthur Conan"
Fiction,245,coo1.ark+=13960=t9x06p42z,1883,"Life on the Mississippi, by Mark Twain [pseud.]",Life on the Mississippi,"Twain, Mark"
Fiction,260,ien.35556032635104,1886,An introduction to the study of Robert Browning's poetry / by Hiram Corson.,An Introduction to the Study of Robert Browning's Poetry,"Browning, Robert"
Fiction,268,msu.31293029969163,1901,The octopus : A story of California / by Ralph Norris.,The Octopus : A Story of California,"Norris, Frank"
Fiction,284,iau.31858006608412,1908,The house of mirth. Illustrated by A. B. Wenzell.,The House of Mirth,"Wharton, Edith"
Fiction,297,uiug.30112003178636,1916,The flirt.,The Flirt,"Tarkington, Booth"
Fiction,298,osu.32435009968025,1899,The market-place [a novel] by Harold Frederic ... Illustrated by Harrison Fisher.,The Market-Place,"Frederic, Harold"
Fiction,308,uc1.b000859898,1904,Three men in a boat (to say nothing of the dog) / by Jerome K. Jerome.,Three Men in a Boat (To Say Nothing of the Dog),"Jerome, Jerome K. (Jerome Klapka)"
Fiction,310,osu.32435018231761,1906,Before Adam / Jack London.,Before Adam,"London, Jack"
Fiction,318,mdp.39015071646546,1913,"John Barleycorn, by Jack London ... illustrated by H. T. Dunn.",John Barleycorn,"London, Jack"
Fiction,319,loc.ark+=13960=t2g74090n,1900,"The ways of men By Eliot Gregory (""An idler"")",The Ways of Men,"Gregory, Eliot"
Fiction,321,umn.31951002087874p,1902,Moran of the Lady Letty : a story of adventure off the California coast.,Moran of the Lady Letty,"Norris, Frank"
Fiction,325,uc2.ark+=13960=t17m0k93z,1859,Phantastes: A faerie romance for men and women. By George MacDonald ...,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George"
Fiction,329,uc2.ark+=13960=t9b56r94f,1904,"Island nights entertainments, consisting of The beach of Falesá, The bottle imp, The isle of voices. With illustrations by Gordon Brown and W. Hatherell.",Island Nights' Entertainments,"Stevenson, Robert Louis"
Fiction,330,hvd.hn1emt,1912,Where there's a will / by Mary Roberts Rinehart.,Where There's a Will,"Rinehart, Mary Roberts"
Fiction,331,nyp.33433074848643,1921,The mucker / by Edgar Rice Burroughs; illustrated by J. Allen St. John.,The Mucker,"Burroughs, Edgar Rice"
Fiction,335,uc1.b4104731,1897,"Frances Waldeaux, a novel, by Rebecca Harding Davis... Illustrated by T. De Thulstrup.",Frances Waldeaux: A Novel,"Davis, Rebecca Harding"
Fiction,344,uva.x000181294,1889,"The merry men, and other tales and fables. Strange case of Dr. Jekyll and Mr. Hyde. by R. L. Stevenson.","The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis"
Fiction,345,pst.000010048436,1897,Dracula / by Bram Stoker.,Dracula,"Stoker, Bram"
Fiction,349,umn.31951002015008e,1916,The harvester / by Gene Stratton-Porter. --,The Harvester,"Stratton-Porter, Gene"
Fiction,350,uc2.ark+=13960=t2x34q741,1917,Fanny herself / by Edna Ferber ; illustrated by J. Henry.,Fanny Herself,"Ferber, Edna"
Fiction,356,coo1.ark+=13960=t61554p2z,1909,"Beyond the city, by A. Conan Doyle.",Beyond the City,"Doyle, Arthur Conan"
Fiction,357,uiug.30112041765501,1900,A dream of John Ball : and A king's lesson / by William Morris.,"A Dream of John Ball; and, A King's Lesson","Morris, William"
Fiction,361,nyp.33433076059579,1914,Miss Billy--married / by Eleanor H. Porter ; with a frontispiece in color from a painting by W. Haskell Coffin.,Miss Billy — Married,"Porter, Eleanor H. (Eleanor Hodgman)"
Fiction,362,uc2.ark+=13960=t4cn70v0q,1912,Miss Billy's decision / by Eleanor H Porter.,Miss Billy's Decision,"Porter, Eleanor H. (Eleanor Hodgman)"
Fiction,372,hvd.hn2q43,1895,Prince Otto : a romance / by Robert Louis Stevenson.,"Prince Otto, a Romance","Stevenson, Robert Louis"
Fiction,373,loc.ark+=13960=t9086wk0p,1911,"Lay morals, and other papers,","Lay Morals, and Other Papers","Stevenson, Robert Louis"
Fiction,380,coo1.ark+=13960=t40s0b13v,1896,Weir of Hermiston; an unfinished romance / by Robert Louis Stevenson.,Weir of Hermiston: An Unfinished Romance,"Stevenson, Robert Louis"
Fiction,381,umn.31951002119195y,1904,Memories and portraits.,Memories and Portraits,"Stevenson, Robert Louis"
Fiction,388,uc1.b3865729,1904,The crossing.,The Crossing,"Churchill, Winston"
Fiction,393,osu.32435003602125,1910,The blue lagoon : a romance / by H. deVere Stacpoole.,The Blue Lagoon: A Romance,"Stacpoole, H. De Vere (Henry De Vere)"
Fiction,394,mdp.39015063550548,1899,Cranford. [By Mrs. Gaskell],Cranford,"Gaskell, Elizabeth Cleghorn"
Fiction,401,nyp.33433076022874,1901,Blix / by Frank Norris.,Blix,"Norris, Frank"
Fiction,402,njp.32101066385319,1914,"Penrod, by Booth Tarkington.",Penrod,"Tarkington, Booth"
Fiction,405,uc1.b3575659,1917,Adventures and letters of Richard Harding Davis / edited by Charles Belmont Davis.,Adventures and Letters of Richard Harding Davis,"Davis, Richard Harding"
Fiction,421,uva.x000181265,1909,"Kidnapped,",Kidnapped,"Stevenson, Robert Louis"
Fiction,422,uiug.30112000689098,1909,"The Romany rye; a sequel to 'Lavengro', by George Borrow.",The Romany Rye,"Borrow, George"
Fiction,426,uc1.31175014789062,1917,"Tales and fantasies, by Robert Louis Stevenson.",Tales and Fantasies,"Stevenson, Robert Louis"
Fiction,434,hvd.hwnzza,1908,The circular staircase / By Mary Roberts Rinehart. With illustrations by Lester Ralph.,The Circular Staircase,"Rinehart, Mary Roberts"
Fiction,447,mdp.39015032851829,1930,"Maggie, a girl of the streets, by Stephen Crane.",Maggie: A Girl of the Streets,"Crane, Stephen"
Fiction,452,uiug.30112041410702,1900,"Lavengro; the scholar--the gypsy--the priest, by George Borrow.","Lavengro: The Scholar, the Gypsy, the Priest","Borrow, George"
Fiction,471,ucw.ark+=13960=t8rb76d37,1899,The bride of Lammermoor.,The Bride of Lammermoor,"Scott, Walter"
Fiction,482,coo.31924013478361,1896,The woodlanders; a novel.,The Woodlanders,"Hardy, Thomas"
Fiction,506,uc1.b4717931,1907,The shuttle / by Frances Hodgson Burnett.,The Shuttle,"Burnett, Frances Hodgson"
Fiction,507,mdp.39015063917994,1889,Adam Bede. By George Eliot.,Adam Bede,"Eliot, George"
Fiction,514,hvd.32044012480398,1880,"Little women; or, Meg, Jo, Beth and Amy. By Louisa M. Alcott.",Little Women,"Alcott, Louisa May"
Fiction,521,mdp.39015078550533,1829,"The life and adventures of Robinson Crusoe, written by himself.",The Life and Adventures of Robinson Crusoe,"Defoe, Daniel"
Fiction,524,mdp.39015005028835,1909,Ann Veronica : a modern love story / by H.G. Wells.,Ann Veronica: A Modern Love Story,"Wells, H. G. (Herbert George)"
Fiction,532,coo1.ark+=13960=t8jd5f208,1907,At the foot of the rainbow / Gene Stratton-Porter ... ; four paintings in color by Oliver Kemp ; designs and decorations by Ralph Fletcher Seymour.,At the Foot of the Rainbow,"Stratton-Porter, Gene"
Fiction,538,uc2.ark+=13960=t1qf8jn3p,1915,Jean of the Lazy A / by B.M. Bower.,Jean of the Lazy A,"Bower, B. M."
Fiction,543,mdp.39076000923248,1946,"Main street, illustrated by Margaret Lowengrund; introduction by Carl Van Doren.",Main Street,"Lewis, Sinclair"
Fiction,550,dul1.ark+=13960=t2q53cb55,1863,"Silas Marner, the weaver of Raveloe. By the author of ""Adam Bede""...",Silas Marner,"Eliot, George"
Fiction,558,hvd.32044011743846,1915,The thirty-nine steps / by John Buchan.,The Thirty-Nine Steps,"Buchan, John"
Fiction,559,osu.32435071398077,1916,"Greenmantle, by John Buchan.",Greenmantle,"Buchan, John"
Fiction,560,nyp.33433074930961,1919,"Mr. Standfast, by John Buchan ...",Mr. Standfast,"Buchan, John"
Fiction,564,uva.x000892091,1881,The mystery of Edwin Drood.,The Mystery of Edwin Drood,"Dickens, Charles"
Fiction,580,uva.x002449626,1870,The Pickwick papers / Charles Dickens ; illustrated from drawings by F.O.C. Darley and John Gilbert.,The Pickwick Papers,"Dickens, Charles"
Fiction,584,osu.32435018461947,1859,"Our Nig : or, Sketches from the life of a free black, in a two-story white house, North, showing that slavery's shadows fall even there / by ""Our Nig"" [i.e. Mrs. H. E. Wilson]","Our Nig; Or, Sketches from the Life of a Free Black, in a Two-story White House, North: Showing That Slavery's Shadows Fall Even There","Wilson, Harriet E."
Fiction,586,uc2.ark+=13960=t7xk88j5w,1869,Religio medici : Hydriotaphia : and the Letter to a friend / by Sir Thomas Browne Knt. ; with an introd. and notes by J. W. Willis Bund.,"Religio Medici, Hydriotaphia, and the Letter to a Friend","Browne, Thomas, Sir"
Fiction,589,uc2.ark+=13960=t3dz07x8v,1893,"Catriona : a sequel to Kidnapped, being memoirs of the further adventures of David Balfour at home and abroad .... / Robert Louis Stevenson.",Catriona,"Stevenson, Robert Louis"
Fiction,599,pst.000002047508,1874,Vanity fair : a novel without a hero / Illus. by the author.,Vanity Fair,"Thackeray, William Makepeace"
Fiction,601,hvd.hwkd7b,1845,The monk; a romance ... 1st American reprint from 10th London ed.,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)"
Fiction,611,mdp.39015012954619,1910,"Prester John, by John Buchan.",Prester John,"Buchan, John"
Fiction,619,uc1.a0001379080,1870,The warden.,The Warden,"Trollope, Anthony"
Fiction,638,uva.x000098156,1896,"An outcast of the islands,",An Outcast of the Islands,"Conrad, Joseph"
Fiction,642,umn.31951002045607a,1915,The altar of the dead.,The Altar of the Dead,"James, Henry"
Fiction,643,mdp.39015008515515,1915,The death of the lion.,The Death of the Lion,"James, Henry"
Fiction,644,njp.32101013172125,1914,The haunted man and the ghost's bargain. A fancy for Christmas-time. By Charles Dickens.,The Haunted Man and the Ghost's Bargain,"Dickens, Charles"
Fiction,645,wu.89007619018,1916,The figure in the carpet / by Henry James.,The Figure in the Carpet,"James, Henry"
Fiction,652,chi.24612406,1904,"Rasselas, prince of Abyssinia / by Samuel Johnson ; edited, with notes, for schools.","Rasselas, Prince of Abyssinia","Johnson, Samuel"
Fiction,653,uva.x000495843,1914,The chimes : a goblin story of some bells that rang an old year out and a new year in / by Charles Dickens.,The Chimes: A Goblin Story of Some Bells That Rang an Old Year out and a New Year In,"Dickens, Charles"
Fiction,656,mdp.39015031213369,1890,Life of Robert Browning / by William Sharp.,Life of Robert Browning,"Sharp, William"
Fiction,678,uiug.30112042036332,1893,The cricket on the hearth : a fairy tale of home / by Charles Dickens.,The Cricket on the Hearth: A Fairy Tale of Home,"Dickens, Charles"
Fiction,696,uc1.31175035244915,1791,"The castle of Otranto, a Gothic story. Translated by William Marshal, gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.], canon of the Church of St. Nicholas at Otranto.",The Castle of Otranto,"Walpole, Horace"
Fiction,700,njp.32101064788936,1872,The old curiosity shop. Illustrated by Thomas Worth.,The Old Curiosity Shop,"Dickens, Charles"
Fiction,705,osu.32435008992646,1919,The roadmender / by Michael Fairless [i.e. M. F. Barber],The Roadmender,"Fairless, Michael"
Fiction,711,hvd.32044014500904,1887,"Allan Quatermain : being an account of his further adventures and discoveries ; in company with Sir Henry Curtis, Bart., Commander John Good, R. N. and one umslopogaas / by H. Rider Haggard.",Allan Quatermain,"Haggard, H. Rider (Henry Rider)"
Fiction,718,uc2.ark+=13960=t3tt4r671,1908,Tono-Bungay : a novel.,Tono-Bungay,"Wells, H. G. (Herbert George)"
Fiction,720,osu.32435010501500,1895,Almayer's folly : a story of an eastern river / by Joseph Conrad.,Almayer's Folly: A Story of an Eastern River,"Conrad, Joseph"
Fiction,730,ucw.ark+=13960=t9w09vx7k,1907,Oliver Twist / by Charles Dickens.,Oliver Twist,"Dickens, Charles"
Fiction,746,mdp.39076006266220,1913,Burning Daylight / by Jack London.,Burning Daylight,"London, Jack"
Fiction,753,wu.89099248478,1907,Arizona nights / by Stewart Edward White.,Arizona Nights,"White, Stewart Edward"
Fiction,763,uc1.b3581600,1908,The round-up : a romance of Arizona novelized from Edmund Day's melodrama / by John Murray and Mills Miller ; illustrations from scenes in the play.,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,"Miller, Marion Mills"
Fiction,765,uc1.31158002048287,1919,The moon pool / by A. Merritt.,The Moon Pool,"Merritt, Abraham"
Fiction,766,uiug.30112042036415,1875,The personal history of David Copperfield. By Charles Dickens ... With illus. by H.K. Browne.,David Copperfield,"Dickens, Charles"
Fiction,767,umn.31951001991437g,1899,Agnes Grey / With a memoir of her sisters by Charlotte Bronté.,Agnes Grey,"Brontë, Anne"
Fiction,768,hvd.hn1wtp,1858,Wuthering heights : a novel / By Ellis Bell.,Wuthering Heights,"Brontë, Emily"
Fiction,773,coo.31924013571504,1913,"Lord Arthur Savile's crime; The portrait of Mr. W.H., and other stories.","Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories","Wilde, Oscar"
Fiction,780,umn.319510019964119,1910,The war in the air and particularly how Mr. Bert Smallways fared while it lasted / with illustrations by Eric Pape.,The War in the Air,"Wells, H. G. (Herbert George)"
Fiction,786,nyp.33433112072347,1867,Hard times / by Charles Dickens.,Hard Times,"Dickens, Charles"
Fiction,789,uc2.ark+=13960=t3st7t685,1913,The gathering of Brother Hilarius. By Michael Fairless [pseud.] ...,The Gathering of Brother Hilarius,"Fairless, Michael"
Fiction,805,coo1.ark+=13960=t9r21j520,1920,"This side of paradise, by F. Scott Fitzgerald.",This Side of Paradise,"Fitzgerald, F. Scott (Francis Scott)"
Fiction,821,uva.x000983213,1873,Dombey and son.,Dombey and Son,"Dickens, Charles"
Fiction,829,mdp.39015078565655,1875,Gulliver's travels into several remote nations of the world. Illustrated by H.K. Browne.,Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan"
Fiction,840,coo1.ark+=13960=t9q24gg7f,1878,Lorna Doone: a romance of Exmoor. By R.D. Blackmore ....,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)"
Fiction,848,uc2.ark+=13960=t34172m36,1895,"The black arrow, a tale of two roses.",The Black Arrow: A Tale of Two Roses,"Stevenson, Robert Louis"
Fiction,850,coo1.ark+=13960=t6nz8qz5p,1896,"Tom Grogan, by F. Hopkinson Smith; with illustrations by Charles S. Reinhart.",Tom Grogan,"Smith, Francis Hopkinson"
Fiction,859,hvd.hn1dzq,1908,Polly of the circus / by Margaret Mayo ; illustrated by Harry M. Bunker.,Polly of the Circus,"Mayo, Margaret"
Fiction,860,uc2.ark+=13960=t85h7dq8m,1911,"Baby mine, by Margaret Mayo ... with illustrations by Mayo Bunker.",Baby Mine,"Mayo, Margaret"
Fiction,863,msu.31293101397226,1920,The mysterious affair at Styles : a detective story / by Agatha Christie.,The Mysterious Affair at Styles,"Christie, Agatha"
Fiction,864,uc2.ark+=13960=t7hq41t66,1891,"The master of Ballantrae : a winter's tale / by Robert Louis Stevenson, with ten full-page illus. by W. Hole.",The Master of Ballantrae: A Winter's Tale,"Stevenson, Robert Louis"
Fiction,882,nyp.33433074969209,1839,"Sketches by ""Boz"" : illustrative of every-day-life and every-day-people / by Charles Dickens.","Sketches by Boz, Illustrative of Every-Day Life and Every-Day People","Dickens, Charles"
Fiction,883,uc1.31175002447244,1875,Our mutual friend / by Charles Dickens.,Our Mutual Friend,"Dickens, Charles"
Fiction,903,mdp.39015079185487,1909,The White Company / by A. Conan Doyle.,The White Company,"Doyle, Arthur Conan"
Fiction,904,mdp.39015024235114,1921,Her father's daughter ...,Her Father's Daughter,"Stratton-Porter, Gene"
Fiction,910,hvd.hn3i67,1906,White Fang.,White Fang,"London, Jack"
Fiction,917,hvd.32044086819596,1868,Barnaby Rudge; a tale of the riots of eighty.,Barnaby Rudge: A Tale of the Riots of 'Eighty,"Dickens, Charles"
Fiction,938,uc2.ark+=13960=t0ns0m55q,1912,Good Indian [by] B. M. Bower [pseud.],Good Indian,"Bower, B. M."
Fiction,940,nyp.33433112192574,1859,"The last of the Mohicans, a narrative of 1757.",The Last of the Mohicans; A narrative of 1757,"Cooper, James Fenimore"
Fiction,942,mdp.39015092898108,1916,"Green mansions: a romance of the tropical forest, by W. H. Hudson; with an introduction by John Galsworthy.",Green Mansions: A Romance of the Tropical Forest,"Hudson, W. H. (William Henry)"
Fiction,963,mdp.39015088372761,1884,Little Dorrit.,Little Dorrit,"Dickens, Charles"
Fiction,965,uc1.32106001742417,1893,The black tulip.,The Black Tulip,"Dumas, Alexandre"
Fiction,966,hvd.hn1m6k,1892,Maid Marian. Edited by Richard Garnett.,Maid Marian,"Peacock, Thomas Love"
Fiction,967,hvd.32044086820495,1859,"Nicholas Nickleby. By Charles Dickens, (""Boz."") With illustrations on steel from designs by Phiz [pseud.] and Cruikshank.",Nicholas Nickleby,"Dickens, Charles"
Fiction,968,uc2.ark+=13960=t7hq42c97,1844,"Martin Chuzzlewit, by Charles Dickens (""Boz."").",Martin Chuzzlewit,"Dickens, Charles"
Fiction,969,nyp.33433074930037,1848,The tenant of Wildfell Hall / by Acton Bell [pseud.],The Tenant of Wildfell Hall,"Brontë, Anne"
Fiction,973,mdp.39076002221641,1921,"Howard Pyle's Book of pirates : fiction, fact & fancy concerning the buccaneers & marooners of the Spanish Main / from the writing & pictures of Howard Pyle ; compiled by Merle Johnson.","Howard Pyle's Book of Pirates: Fiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main","Pyle, Howard"
Fiction,974,mdp.39015066068613,1916,"The secret agent; a simple tale, by Joseph Conrad.",The Secret Agent: A Simple Tale,"Conrad, Joseph"
Fiction,980,umn.31951002403698n,1921,"Alice Adams,",Alice Adams,"Tarkington, Booth"
Fiction,993,coo.31924022251163,1894,Malbone: an Oldport romance. By Thomas Wentworth Higginson.,Malbone: An Oldport Romance,"Higginson, Thomas Wentworth"
Fiction,1013,njp.32101021206436,1901,"The first men in the moon, by H.G. Wells ... with many pictures by E. Hering.",The First Men in the Moon,"Wells, H. G. (Herbert George)"
Fiction,1014,hvd.hn1h3i,1907,The lure of the dim trails / by B. M. Bower [i.e. B. M. Sinclair] ; illustrations by C. M. Russell.,The Lure of the Dim Trails,"Bower, B. M."
Fiction,1023,hvd.32044012232054,1908,"Bleak house : with introduction, critical comments, arguments, notes, etc.",Bleak House,"Dickens, Charles"
Fiction,1024,coo1.ark+=13960=t2q535304,1914,"The wrecker,",The Wrecker,"Stevenson, Robert Louis"
Fiction,1026,umn.31951001633490n,1921,"The diary of a nobody,",The Diary of a Nobody,"Grossmith, George"
Fiction,1027,uva.x000491679,1917,"The lone star ranger; a romance of the border,",The Lone Star Ranger: A Romance of the Border,"Grey, Zane"
Fiction,1028,coo.31924013439777,1857,"The professor : a tale / by Currer Bell, author of ""Jane Eyre,"" ""Shirley,"" ""Villette,"" &c. In two volumes.",The Professor,"Brontë, Charlotte"
Fiction,1032,nyp.33433115574539,1916,The pupil.,The Pupil,"James, Henry"
Fiction,1047,uiug.30112052600779,1917,The new Machiavelli / by H.G. Wells ...,The New Machiavelli,"Wells, H. G. (Herbert George)"
Fiction,1051,hvd.32044090311481,1889,Sartor resartus : the life and opinions of Herr Teufelsdröckh in three books / by Thomas Carlyle.,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,"Carlyle, Thomas"
Fiction,1053,coo1.ark+=13960=t84j1233r,1915,Within the tides; tales.,Within the Tides: Tales,"Conrad, Joseph"
Fiction,1055,nyp.33433112072552,1912,Twixt land & sea : tales / by Joseph Conrad.,Twixt Land & Sea: Tales,"Conrad, Joseph"
Fiction,1056,uc1.31158010724424,1908,Martin Eden.,Martin Eden,"London, Jack"
Fiction,1059,uc2.ark+=13960=t6b281h88,1914,The world set free : a story of mankind / by H. G. Wells.,The World Set Free,"Wells, H. G. (Herbert George)"
Fiction,1074,osu.32435018151308,1913,The sea-wolf / by Jack London ; with illustrations by W.J. Aylward.,The Sea-Wolf,"London, Jack"
